network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,39,1,0.040932396051502444,0.0,1.0104948964022291,6.094437091047438e-10,0.11771404732218116,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,40,1,0.04093941240759929,0.0,1.0107892548030046,5.237133384262732e-10,1.5642035856879488,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,41,1,0.04094055458745564,0.0,1.0105321935973168,6.191040951568399e-10,0.037370362171486704,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,42,1,0.04093817137625863,0.0,1.0105043975155916,6.28718704326353e-10,0.004001348607005184,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,43,1,0.040941862719232634,0.0,1.010524050442802,5.511711719761178e-10,-0.0167513348874877,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,44,1,0.040937578378461535,0.0,1.010510402142077,6.188544630615173e-10,0.06369615798297446,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,45,1,0.04094319855541723,0.0,1.010518661339462,6.191460944012271e-10,0.005813670771260604,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,46,1,0.04092713276177163,0.0,1.0104775378083668,6.891996505494088e-10,0.3290216362944989,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,47,1,0.04093029415372782,0.0,1.0104971941055745,6.239911691820595e-10,0.4201136155643894,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,48,1,0.04093345506948732,0.0,1.0105030210553498,6.313881577365719e-10,0.08508277187348767,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,49,1,0.04087364531081384,0.0,1.0102300374306556,7.963157090584076e-10,1.92055349804059,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,50,1,0.04093165510141126,0.0,0.9937948778849198,1.085140866052825e-10,20.031580926955655,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,51,1,0.04091778833482279,0.0,1.0101671010199855,5.433009156699162e-10,1.481659695612791,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,52,1,0.04093257290208754,0.0,1.0103697413445925,6.284672518538887e-10,0.7087867702444441,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,53,1,0.0409664953270301,0.0,0.9955287857927506,5.948095349594951e-10,0.8860965117680166,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,54,1,0.040939306233846055,0.0,1.010462200424564,5.466252039022985e-10,0.2134085055759556,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,55,1,0.04093005190948975,0.0,1.0103714177819418,5.00738291034765e-10,0.3945441662428948,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,56,1,0.04093823837494411,0.0,1.0106298299452052,6.274541969320918e-10,-0.015633570349166348,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,57,1,0.04094014799443515,0.0,1.0106788174855326,6.463085395306558e-10,0.12826482221902324,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,58,1,0.040936108774325755,0.0,1.0108836993648294,9.50909296205073e-10,-0.47154896469533014,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,59,1,0.04092427120297365,0.0,0.9956530648001781,6.16334103516536e-10,0.2227890067186422,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,60,1,0.040931490703312916,0.0,1.0111377099373584,1.0179667028499653e-09,-0.19873086877572632,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,61,1,0.040942595648881176,0.0,1.0104312374468707,4.300879692771748e-10,1.0157900621424574,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,62,1,0.04093980861004503,0.0,1.0104716149244637,5.337732495382824e-10,0.4793639189666692,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,63,1,0.040938892040299456,0.0,1.0104559185893947,5.804050865849876e-10,0.18472855469411797,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,64,1,0.04093787660651393,0.0,1.0100624966490883,4.439208270981342e-10,0.3017404960210115,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,65,1,0.04094500173932848,0.0,1.010797897771813,5.143787347931361e-10,1.7113148956725013,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,66,1,0.04094500173932848,0.0,1.010797897771813,5.143787347931361e-10,1.7113148956725013,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,67,1,0.04094183516593242,0.0,1.0103761707936907,4.6034801203971034e-10,1.3492283541247616,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,68,1,0.0409391531591577,0.0,1.010209454058381,4.147436683554117e-10,1.10274953179254,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,69,1,0.040935695074869806,0.0,1.0078599801479666,4.116753512469108e-10,1.6750475248023804,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,70,1,0.04093532932189597,0.0,1.0022078246919919,3.918070933629981e-10,2.0391019525711727,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,71,1,0.04093708122266512,0.0,0.9974326127064611,6.443666607643074e-10,0.5148943760695488,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,72,1,0.040937692209294545,0.0,1.0104930934716934,6.393319415153362e-10,0.019362247689400647,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,73,1,0.04093723408022427,0.0,0.9758821684140792,3.471210343835673e-10,0.4819557376726493,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,74,1,0.040936069052444325,0.0,1.0101175093942394,4.19330838515665e-10,0.970857668488236,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,75,1,0.04093651719507733,0.0,1.0102072161765656,4.72239324938805e-10,0.7637274141831654,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,76,1,0.040938436983008586,0.0,1.0105027853534732,5.963938870802253e-10,0.006187577910566233,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,77,1,0.04093760393210516,0.0,1.010474265111923,6.288812981789871e-10,0.06381223073316278,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,78,1,0.04093778822948983,0.0,1.01051437707048,6.458522633090164e-10,-0.02623231640114909,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,79,1,0.04093770997779931,0.0,1.0104828316164447,6.441568133525076e-10,0.07471670968794797,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,80,1,0.040937068143000785,0.0,1.0103178659554737,5.738875505115703e-10,0.5239246105298889,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,81,1,0.04093791609635923,0.0,1.0105166896846212,5.997192772855313e-10,-0.010194381833116495,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,82,1,0.0409377655005642,0.0,1.0104953917529005,6.193899168059847e-10,0.048955762459456764,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,83,1,0.040938612876542456,0.0,1.0103259764339976,5.196786718756962e-10,0.8900776075966519,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,84,1,0.04093837286938586,0.0,1.0103669785622171,5.142116094294306e-10,0.5941442518879967,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,85,1,0.040938354417149485,0.0,1.0103610558371487,5.111156674103106e-10,0.6130289826365356,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,86,1,0.0409384858621192,0.0,1.0102661786654974,4.66543256486351e-10,1.098174275571921,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,87,1,0.04093811943952386,0.0,1.010641519241537,6.563017120426128e-10,0.11490011905016217,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,88,1,0.04093805681659054,0.0,1.0106075560867547,6.234941255475778e-10,0.22616016012744922,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,89,1,0.04093802782211156,0.0,1.010316825164448,3.011866342452315e-10,1.3017339091604185,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,90,1,0.04093848891922443,0.0,1.010591923911857,6.411566519267916e-10,-0.016548959036640554,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,91,1,0.040938536754204724,0.0,1.0107204450923273,6.488452506384139e-10,0.13854471977469984,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,92,1,0.0409361189117117,0.0,1.0080184426822252,8.066081136348657e-11,6.541550221502462,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,93,1,0.040935682204692486,0.0,0.9909876031804221,3.400529057914558e-10,6.4946760054637025,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,94,1,0.04093654862711463,0.0,1.0094483985194214,4.5306267770812037e-10,-0.09715259676340793,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,95,1,0.04090174307571853,0.0,0.9989863293205783,4.007461029686965e-11,19.65539996211345,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,96,1,0.04093519307366139,0.0,1.005100150892618,1.1820090610096092e-09,9.804949953989706,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,97,1,0.04094020520322836,0.0,1.0101643842791437,9.179087364752614e-10,2.0891206012490215,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,98,1,0.04094020520322836,0.0,1.0101643842791437,9.179087364752614e-10,2.0891206012490215,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,99,1,0.04093748269923724,0.0,1.0102973711642427,5.405272911222423e-10,0.31119107225634934,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,100,1,0.04093743121947517,0.0,1.0102713563923464,1.0180598476530202e-09,0.0675250593796477,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,101,1,0.040942285526849406,0.0,1.0127199121737054,2.1585151444014627e-09,-0.08884240573871693,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,102,1,0.04093698538564821,0.0,1.0096169052084119,3.0185699706511925e-10,0.8237298214796169,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,103,1,0.04093231071904914,0.0,1.006629855837794,1.2811938177037518e-09,-1.4213606578899771,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,104,1,0.04093914020976332,0.0,1.0105572905052498,2.9621771300179995e-10,0.5048638046732208,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,105,1,0.04093837064505059,0.0,1.0104703428836272,3.971712402389108e-10,0.06208875777440426,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,106,1,0.04094354954458119,0.0,1.0091493220374217,2.2095036911196075e-10,4.864595475357248,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,107,1,0.04093385304413433,0.0,1.0020579622457475,2.1447021936182864e-10,6.313227039484161,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,108,1,0.0409375609606174,0.0,1.010501901639133,6.516347063995846e-10,-0.0397028328078477,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,109,1,0.04093552893651873,0.0,1.0105452534597166,7.160796315937567e-10,-0.08332516263652678,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,110,1,0.04093770821988059,0.0,1.0104030090641234,6.302850993062498e-10,0.08662564802904171,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,111,1,0.04093652307036928,0.0,1.0104973481466024,6.25108996351795e-10,-0.09769316490803703,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,113,1,0.04093871113461401,0.0,1.0089940476297892,8.183896342402278e-10,0.4187420496002119,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,114,1,0.04093844262509014,0.0,1.0096907527637817,7.637739717329689e-10,0.06682036597601382,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,115,1,0.040934115460802084,0.0,0.9977609111400433,1.2760155030361575e-09,4.382823941940444,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,116,1,0.04093585040461889,0.0,1.0096192245075386,4.445914395013621e-10,1.1391753566001057,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,117,1,0.04093498480565286,0.0,0.9690541648165235,1.507742840300974e-09,3.1874798828575877,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,118,1,0.040938883023852034,0.0,1.0105543634366272,9.289457029040777e-10,1.2540638235775532,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,119,1,0.040937571621916476,0.0,1.0087589396977883,5.778342524720404e-10,0.6999096765865715,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,120,1,0.04093861986083043,0.0,1.0105041247532685,7.071321306284517e-11,0.40249416669701077,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,121,1,0.040938268862731594,0.0,1.0104840279667955,6.536335190225016e-10,0.34619117340236016,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,122,1,0.04093778232176538,0.0,1.0100536465412664,4.878514319320765e-10,1.1330961943585862,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,123,1,0.0409381738595753,0.0,1.0104946511198662,7.642756562762151e-10,0.5948422697628644,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,124,1,0.040937994297520805,0.0,1.0100170508313455,8.427533459515825e-10,1.5032087202306457,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,125,1,0.04093937967122226,0.0,0.9910999833907186,3.2025582186179236e-10,-0.02248939174995712,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,126,1,0.04093859385755715,0.0,1.0125538128764118,1.0005010153690819e-09,0.006554700735932784,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,127,1,0.040938444611141614,0.0,1.0104989419649717,6.035084558393157e-10,-0.018123111910654188,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,128,1,0.04093812059883019,0.0,1.010503698855841,7.113115381165395e-11,0.954212069179107,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,129,1,0.040937759137385725,0.0,1.0105061202638412,4.868889268422051e-10,0.19797026097148773,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,130,1,0.04093841128324561,0.0,1.0105028045304736,5.507690670368066e-10,1.0732175445598386,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,131,1,0.04093788039117796,0.0,1.0105064181450478,5.387051297276927e-10,0.6212723891157452,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,134,1,0.040938179296180814,0.0,1.010508360911023,4.020860685099043e-10,0.5043151867696452,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,135,1,0.04093819041815502,0.0,1.0105085720079496,5.931436592430429e-10,2.0508847528942624,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,136,1,0.04093817538993008,0.0,1.0105137129900426,3.7984790305515875e-10,2.967962526755798,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,137,1,0.040937780473180606,0.0,1.010508021612621,4.376943252282217e-11,1.262332048543783,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,138,1,0.04093783371347807,0.0,1.0105152979543406,7.028579366722608e-10,4.833256138649574,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,139,1,0.040938427189414504,0.0,1.0105058698220473,8.520891804692817e-10,0.023689595894495596,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
